artist,song,lyrics
___Tell me is it cool to f*ck?
___Did you think I come to talk am I a fool or what?
___Positions on the floor it's like erotic, ironic 
___Cause I'm somewhat psychotic
___I'm hittin' switches on bitches like I been fixed with hydraulics
___Up and down like a roller coaster, I'm up inside ya
___I ain't quittin' til the show is over, cause I'ma rider
___In and out just like a robbery, I'll probably be a freak
___And let you get on top of me, get her rockin' these
___Nights full of Alize, a livin' legend
___You ain't heard about these n*ggas play these Cali days
___Delores Tucker, youse a motherf*cker
___Instead of tryin' to help a n*gga you destroy a brother
___Worse than the others, Bill Clinton, Mr. Bob Dole
___You're too old to understand the way the game is told
___You're lame so I gotta hit you with the hot facts
___Want some on lease? I'm makin' millions, n*ggas top that
___They wanna censor me; they'd rather see me in a cell
___Livin' in hell, only a few of us'll live to tell
___Now everybody talkin' bout us I could give a f*ck
___I'd be the first one to bomb and cuss
___n*gga tell me how you want it
___
___[Chorus]
___
___Raised as a youth, tell the truth I got the scoop
___On how to get a bulletproof, because I jumped from the roof
___Before I was a teenager, mobile phone, SkyPager
___Game rules, I'm livin' major, my adversaries
___Is lookin' worried, they paranoid of gettin' buried
___One of us gon' see the cemetary
___My only hope to survive if I wish to stay alive
___Gettin' high, see the demons in my eyes, before I die
___I wanna live my life and ball, make a couple million
___And then I'm chillin' fade em all, these taxes
___Got me crossed up and people tryin' to sue me
___Media is in my business and they actin like they know me
___Hahaha, but I'ma mash out, peel out
___I'm with it quick I'se quick to whip that f*ckin' steel out
___Yeah n*gga it's some new shit so better get up on it
___When ya see me tell a n*gga how ya want it
___How do you want it?
___
___[Chorus: x2]
___
___How you want it?
___Yeah my n*gga Johnny J
___Yeah, we out
___
___[Chorus]
___
___Tell me
___
___[Chorus]
___
___Cash game, livin' in the fast lane, I'm for real"

Tupac+Shakur,Murder Was the Casew/ 2Pac,"As I look up at the sky
___My mind starts tripping
___A tear drops my eye
___My body temperature falls
___I'm shaking and they breaking trying to save the Dogg
___Pumping on my chest and I'm screaming
___I stop breathing, damn I see demons
___Dear God, I wonder can you save me
___I can't die my boo boo's bout to have my baby
___I think it's too late for praying, hold up
___A voice spoke to me and it slowly started saying
___(Bring your lifestyle to me, I'll make it better)
___How long will I live?
___(Eternal life and forever)
___And will I be the G that I was?
___(I'll make your life better than you can imagine or even dream of
___So relax your soul, let me take control
___Close your eyes my son)
___My eyes are closed
___
___Murder, murder was the case that they gave me
___
___I'm fresh up out my coma
___I got my Momma and my Daddy and my homies in my corner
___It's gonna take a miracle they say
___For me to walk again and talk again but anyway
___I get fronted some keys to get back on my feet
___And everything that n*gga said came to reality
___Living like a baller loc
___Having money and blowing hella chronic smoke
___I bought my Momma a Benz, and bought my boo boo a Jag
___And now I'm rolling in a nine-trizzay El Do-Rad
___(Just remember who changed your mind
___Cause when you start set-tripping, that ass is mine)
___Indeed, agreed proceed to smoke weed
___Never have a want, never have a need
___They say I'm greedy but I still want mo'
___Cuz my eyes wanna journey some more, really doe, check it out
___
___Now I lay me down to sleep
___I pray the Lord, my soul to keep
___If I should die, before I wake
___I pray the Lord, my soul to take
___
___No more indo, gin and juice
___I'm on my way to Chino, rolling on the grey goose
___Shackled from head to toe
___Twenty-five with an izz-el, with nowhere to gizzo, I know
___Them n*ggas from the other side recognize my face
___Cause it's the O.G. D-O-double-G, L-B-C
___Mad dogging n*ggas cause I don't care
___Red jumpsuit with two braids in my hair
___n*ggas stare as I enter the center
___They send me to a level three yard, that's where I stay
___Late night I hear toothbrushes scraping on the floor
___n*ggas getting they shanks, just in case the war, pops off
___Cause you can't tell what's next
___My little homey Baby Boo took a pencil in his neck
___And he probably won't make it to see twenty-two
___I put that on my Momma; I'ma ride for you Baby Boo
___
___Murder, murder was the case that they gave me"

Tupac+Shakur,New Yorkw/ 2Pac,"Yo be (turn your speakers up man) 
___Turn your speakers up money! 
___Yo God! (Yo God?) 
___Yo I got mad skills. 
___Isn't that money? 
___
___[Chorus: Snoop]
___New York New York big city of dreams 
___And everything in New York ain't always what it seems 
___You might get fooled if you come from out of town 
___But I'm down by law, and I'm from the Dogg Pound 
___
___[Verse One: Kurupt]
___It's the incredible, the lyrical 
___You can't be me like Niece, to see me is gonna take a miracle 
___I'm driving motherf*ckers hysterical, with a 
___Touch of this twister, stylistic mixture 
___What I create pulsates, there is no escape 
___Annihilate your mental mind state 
___Dre labels my vocabulary abusive 
___I packs more knowledge than Confucius, I'm deadly 
___Induce you like Medusa, with thoughts to shed 
___And n*ggaz throughout this hemisphere, far and near 
___Prepare, catch me chillin' like the winter 
___Up against the number one contender, as I enter 
___Cause I gets heated like friction 
___Motherf*ck your whole jurisdiction, react this fact not fiction 
___Telepathic addiction, to this homicidal recital 
___Dangerous and vital to all my rivals 
___Suicidal, brainwaves conveys 
___To the average motherf*cker's minds these days 
___I'm all ready to put work in 
___Take ten steps and turn to shoot the first n*gga smirkin' 
___Give a f*ck, what's your name, what you claim 
___Or why you came, motherf*cker don't explain 
___Simply, don't tempt me, cause I'm simply 
___Layin' hoes lifes empty, the invincible MC 
___
___[Chorus One]
___[Chorus Two: Snoop]
___Too much, I serve too many people, too much 
___It's too much, I serve too many people 
___And when I finish servin' ain't gon' be no sequel 
___
___[Chorus One and Two]
___
___[Verse Two: Kurupt]
___Gimme a couple G's, for every MC, I knocked to his knees 
___Verbally useless, oh you got the juice? I squeeze you juiceless 
___The barbaric, versatile, you're no kin to me 
___So how the f*ck you inherit my style? 
___Now, out the clear blue sky, I can't deny 
___Not a day goes by, don't get high, don't ask why 
___Tonight's the night for me to rip microphones 
___Into bits and pieces lyrical telekinesis 
___Gets me into verbally vindictive 
___Violent vocabulary bobs to existence 
___Catch me in the pitch black path 
___I sit and let the sick thought pass through my mental 
___Till I hear an instrumental 
___And detrimental verbals get to spittin' 
___The highest in intellect, try connectin' with the written 
___Now they faced with the forbidden, vocally chosen 
___To explore new terrain, then remain unseen, throughout the war 
___Dips like a low-low, with my verbal fo'-fo' 
___The cocoa complexion MC with the slow flow 
___Fo sho', I takes it to you from the do' 
___Motherf*cker, mentally I go hardco' (you know!) 
___I disconnect ya, Kurupter, MC to vocally 
___Bore your whole molecular, structure 
___Catastrophic, mystic as Mixelplix 
___Hittin MC's like picks the deadliest lyricist 
___
___[Chorus One and Two:Repeat x2]
___
___[Kurupt] 
___We live, tonight I serve two thousand MC's 
___We live, cause can't none f*ck with the DPG'z 
___
___[Daz] 
___We live (baby) because tonight I serve two thousand MC's 
___We live (baby) none can f*ck with the DPG'z 
___
___[Snoop] 
___DPGC, ba-by 
___ABC the DPG'z 
___Ba-by
___
___[Verse Three: Kurupt]
___Everyday, I bust rhymes and recite 
___In ways that make MC's stop in daylight 
___I'm the deadlies MC you want to see on the streets 
___Invincibility is what makes me complete, compete 
___Nah you can't even fade me 
___I f*ck, you, your momma, your auntie, and your lady"

Tupac+Shakur,Ambitionz Az a Ridahw/ Outlawz,"[Repeat: x2]
___I won't deny it, I'm a straight ridah
___You don't wanna f*ck with me
___Got the police busting at me
___But they can't do nothing to a G
___
___(Let's get ready to rumble!)
___
___Now you know how we do it like a G
___What really go on in the mind of a n*gga
___That get down for theirs
___Constantly, money over bitches
___
___I won't deny it, I'm a straight ridah
___You don't wanna f*ck with me
___Got the police bustin at me
___I won't deny it, I'm a straight ridah
___Police bustin at me
___I won't deny it, I'm a straight ridah
___Got the police bustin at me
___I won't deny it, I'm a straight ridah
___
___Not bitches over money
___Stay on your grind n*gga
___My ambitions as a ridah!
___My ambitions as a ridah!
___
___So many battlefield scars while driven in plush cars
___This life as a rap star is nothing without heart
___Was born rough and rugged, addressing the mad public
___My attitude was, ""F*ck it,"" cause motherf*ckers love it
___To be a soldier, must maintain composure at ease
___Though life is complicated, only what you make it to be
___And my ambitions as a ridah to catch her
___While she hot, and horny, go up inside her
___Then I spit some game in her ear, ""Go to the tele hoe""
___Equipped with money and a Benz, cause bitch I'm barely broke
___I'm smoking bomb-ass weed feeling crucial
___From player to player, the game's tight, the feeling's mutual
___From hustling and prayers, to breaking motherf*ckers to pay-up
___I got no time for these bitches, cause these hoes tried to play us
___I'm on a meal-ticket mission, want a mil', so I'm wishing
___Competition got me ripped, on that bullshit they stressing (boo-ya!)
___I'ma rhyme though, clown hoes like it's mandatory
___No guts no glory my n*gga bitch got the game distorted
___Now it's on and it's on because I said so
___Can't trust a bitch in the bidness so I got with Death Row
___Now these money hungry bitches getting suspicious
